"annotation_id","annotator","created_at","id","lead_time","ner","text","updated_at"
11,"1","2025-01-27T07:42:32.470582Z",750,201.903,"[{""start"":8,""end"":19,""text"":""Chandrayaan"",""labels"":[""PROPN""]},{""start"":0,""end"":4,""text"":""चाँद"",""labels"":[""PROPN""]},{""start"":20,""end"":21,""text"":""3"",""labels"":[""NUM""]},{""start"":19,""end"":20,""text"":""-"",""labels"":[""X""]},{""start"":22,""end"":24,""text"":""की"",""labels"":[""ADP""]},{""start"":29,""end"":36,""text"":""लैंडिंग"",""labels"":[""NOUN""]},{""start"":36,""end"":37,""text"":"","",""labels"":[""X""]},{""start"":38,""end"":42,""text"":""ISRO"",""labels"":[""PROPN""]},{""start"":43,""end"":45,""text"":""ने"",""labels"":[""ADP""]},{""start"":46,""end"":49,""text"":""रचा"",""labels"":[""VERB""]},{""start"":25,""end"":28,""text"":""सफल"",""labels"":[""ADJ""]},{""start"":5,""end"":7,""text"":""पर"",""labels"":[""ADP""]},{""start"":50,""end"":56,""text"":""इतिहास"",""labels"":[""NOUN""]},{""start"":57,""end"":58,""text"":""|"",""labels"":[""X""]},{""start"":65,""end"":66,""text"":""|"",""labels"":[""X""]},{""start"":67,""end"":78,""text"":""Chandrayaan"",""labels"":[""PROPN""]},{""start"":79,""end"":80,""text"":""3"",""labels"":[""PROPN""]},{""start"":78,""end"":79,""text"":""-"",""labels"":[""X""]},{""start"":81,""end"":85,""text"":""Moon"",""labels"":[""PROPN""]},{""start"":86,""end"":93,""text"":""Landing"",""labels"":[""NOUN""]},{""start"":59,""end"":64,""text"":""Space"",""labels"":[""NOUN""]}]","चाँद पर Chandrayaan-3 की सफल लैंडिंग, ISRO ने रचा इतिहास | Space | Chandrayaan-3 Moon Landing","2025-01-27T07:42:47.698732Z"
12,"1","2025-01-27T07:45:41.589545Z",751,170.045,"[{""start"":0,""end"":9,""text"":""परिवारवाद"",""labels"":[""NOUN""]},{""start"":10,""end"":14,""text"":""क्या"",""labels"":[""PRON_WH""]},{""start"":15,""end"":19,""text"":""होता"",""labels"":[""VERB""]},{""start"":20,""end"":22,""text"":""है"",""labels"":[""VERB""]},{""start"":22,""end"":23,""text"":"","",""labels"":[""X""]},{""start"":24,""end"":32,""text"":""Kanhaiya"",""labels"":[""PROPN""]},{""start"":33,""end"":38,""text"":""Kumar"",""labels"":[""VERB""]},{""start"":39,""end"":41,""text"":""ने"",""labels"":[""ADP""]},{""start"":46,""end"":48,""text"":""को"",""labels"":[""ADP""]},{""start"":42,""end"":45,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":49,""end"":52,""text"":""बता"",""labels"":[""VERB""]},{""start"":53,""end"":57,""text"":""दिया"",""labels"":[""VERB""]},{""start"":58,""end"":59,""text"":""|"",""labels"":[""X""]},{""start"":60,""end"":64,""text"":""इसके"",""labels"":[""PRON""]},{""start"":65,""end"":68,""text"":""बाद"",""labels"":[""NOUN""]},{""start"":69,""end"":72,""text"":""कुछ"",""labels"":[""DET""]},{""start"":73,""end"":77,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":78,""end"":81,""text"":""बोल"",""labels"":[""VERB""]},{""start"":82,""end"":88,""text"":""पाएंगे"",""labels"":[""VERB""]},{""start"":89,""end"":95,""text"":""भाजपाई"",""labels"":[""PROPN""]}]","परिवारवाद क्या होता है, Kanhaiya Kumar ने BJP को बता दिया | इसके बाद कुछ नहीं बोल पाएंगे भाजपाई","2025-01-27T07:45:41.589572Z"
13,"1","2025-01-27T07:49:30.603636Z",752,224.208,"[{""start"":0,""end"":3,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":4,""end"":13,""text"":""छत्तीसगढ़"",""labels"":[""PROPN""]},{""start"":18,""end"":26,""text"":""कांग्रेस"",""labels"":[""PROPN""]},{""start"":14,""end"":17,""text"":""में"",""labels"":[""ADP""]},{""start"":27,""end"":29,""text"":""का"",""labels"":[""ADP""]},{""start"":43,""end"":45,""text"":""से"",""labels"":[""ADP""]},{""start"":54,""end"":58,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":59,""end"":61,""text"":""कर"",""labels"":[""VERB""]},{""start"":62,""end"":65,""text"":""पा "",""labels"":[""VERB""]},{""start"":65,""end"":69,""text"":""रही "",""labels"":[""VERB""]},{""start"":69,""end"":71,""text"":""है"",""labels"":[""VERB""]},{""start"":71,""end"":73,""text"":"", "",""labels"":[""X""]},{""start"":4,""end"":13,""text"":""छत्तीसगढ़"",""labels"":[""PROPN""]},{""start"":18,""end"":26,""text"":""कांग्रेस"",""labels"":[""PROPN""]},{""start"":14,""end"":17,""text"":""में"",""labels"":[""ADP""]},{""start"":27,""end"":29,""text"":""का"",""labels"":[""ADP""]},{""start"":43,""end"":45,""text"":""से"",""labels"":[""ADP""]},{""start"":54,""end"":58,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":59,""end"":61,""text"":""कर"",""labels"":[""VERB""]},{""start"":62,""end"":65,""text"":""पा "",""labels"":[""VERB""]},{""start"":65,""end"":69,""text"":""रही "",""labels"":[""VERB""]},{""start"":69,""end"":71,""text"":""है"",""labels"":[""VERB""]},{""start"":71,""end"":73,""text"":"", "",""labels"":[""X""]},{""start"":0,""end"":3,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":30,""end"":38,""text"":""राजनीतिक"",""labels"":[""ADJ""]},{""start"":39,""end"":42,""text"":""रूप"",""labels"":[""NOUN""]},{""start"":46,""end"":53,""text"":""मुकाबला"",""labels"":[""NOUN""]},{""start"":89,""end"":91,""text"":""कर"",""labels"":[""VERB""]},{""start"":92,""end"":95,""text"":""रही"",""labels"":[""VERB""]},{""start"":96,""end"":98,""text"":""है"",""labels"":[""VERB""]},{""start"":98,""end"":99,""text"":""'"",""labels"":[""X""]},{""start"":73,""end"":78,""text"":""इसलिए"",""labels"":[""ADV""]},{""start"":85,""end"":88,""text"":""आगे"",""labels"":[""ADV""]},{""start"":79,""end"":81,""text"":""ED"",""labels"":[""PROPN""]},{""start"":82,""end"":84,""text"":""को"",""labels"":[""ADP""]}]","BJP छत्तीसगढ़ में कांग्रेस का राजनीतिक रूप से मुकाबला नहीं कर पा रही है, इसलिए ED को आगे कर रही है'","2025-01-27T07:49:30.603662Z"
14,"1","2025-01-27T07:53:34.002518Z",753,240.995,"[{""start"":0,""end"":8,""text"":""कांग्रेस"",""labels"":[""PROPN""]},{""start"":22,""end"":26,""text"":""मोदी"",""labels"":[""PROPN""]},{""start"":41,""end"":45,""text"":""Amit"",""labels"":[""PROPN""]},{""start"":46,""end"":50,""text"":""Shah"",""labels"":[""PROPN""]},{""start"":63,""end"":66,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":76,""end"":87,""text"":""Mallikarjun"",""labels"":[""PROPN""]},{""start"":88,""end"":94,""text"":""Kharge"",""labels"":[""PROPN""]},{""start"":9,""end"":13,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":14,""end"":18,""text"":""होती"",""labels"":[""VERB""]},{""start"":19,""end"":21,""text"":""तो"",""labels"":[""ADP""]},{""start"":67,""end"":69,""text"":""पर"",""labels"":[""ADP""]},{""start"":70,""end"":75,""text"":""भड़के"",""labels"":[""VERB""]},{""start"":54,""end"":56,""text"":""ना"",""labels"":[""PART_NEG""]},{""start"":57,""end"":60,""text"":""आते"",""labels"":[""VERB""]},{""start"":60,""end"":61,""text"":""'"",""labels"":[""X""]},{""start"":61,""end"":62,""text"":""-"",""labels"":[""X""]},{""start"":26,""end"":29,""text"":"" ना"",""labels"":[""PART_NEG""]},{""start"":30,""end"":34,""text"":""बनते"",""labels"":[""VERB""]},{""start"":35,""end"":37,""text"":""PM"",""labels"":[""PROPN""]},{""start"":38,""end"":40,""text"":""और"",""labels"":[""CONJ""]},{""start"":51,""end"":53,""text"":""भी"",""labels"":[""ADP""]}]","कांग्रेस नहीं होती तो मोदी ना बनते PM और Amit Shah भी ना आते'- BJP पर भड़के Mallikarjun Kharge","2025-01-27T07:53:34.002555Z"
15,"1","2025-01-27T09:00:19.817997Z",754,348.891,"[{""start"":0,""end"":9,""text"":""Himachal "",""labels"":[""PROPN""]},{""start"":9,""end"":11,""text"":""की"",""labels"":[""ADP""]},{""start"":12,""end"":17,""text"":""तबाही"",""labels"":[""NOUN""]},{""start"":18,""end"":27,""text"":""राष्ट्रीय"",""labels"":[""ADJ""]},{""start"":28,""end"":32,""text"":""आपदा"",""labels"":[""NOUN""]},{""start"":33,""end"":38,""text"":""घोषित"",""labels"":[""VERB""]},{""start"":39,""end"":41,""text"":""हो"",""labels"":[""VERB""]},{""start"":42,""end"":44,""text"":""और"",""labels"":[""CONJ""]},{""start"":45,""end"":52,""text"":""केन्द्र"",""labels"":[""PROPN""]},{""start"":53,""end"":58,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":59,""end"":62,""text"":""10 "",""labels"":[""NUM""]},{""start"":62,""end"":66,""text"":""हजार"",""labels"":[""NUM""]},{""start"":67,""end"":72,""text"":""करोड़"",""labels"":[""NUM""]},{""start"":73,""end"":75,""text"":""की"",""labels"":[""ADP""]},{""start"":76,""end"":79,""text"":""मदद"",""labels"":[""NOUN""]},{""start"":80,""end"":83,""text"":""करे"",""labels"":[""VERB""]},{""start"":83,""end"":84,""text"":""'"",""labels"":[""X""]},{""start"":84,""end"":85,""text"":""-"",""labels"":[""X""]},{""start"":86,""end"":92,""text"":""Rajeev"",""labels"":[""PROPN""]},{""start"":93,""end"":99,""text"":""Shukla"",""labels"":[""PROPN""]}]","Himachal की तबाही राष्ट्रीय आपदा घोषित हो और केन्द्र सरकार 10 हजार करोड़ की मदद करे'- Rajeev Shukla","2025-01-27T09:00:19.818040Z"
16,"1","2025-01-27T09:08:58.981885Z",755,515.618,"[{""start"":0,""end"":5,""text"":""Rahul"",""labels"":[""PROPN""]},{""start"":6,""end"":12,""text"":""Gandhi"",""labels"":[""PROPN""]},{""start"":13,""end"":15,""text"":""और"",""labels"":[""CONJ""]},{""start"":16,""end"":28,""text"":""प्रधानमंत्री"",""labels"":[""NOUN""]},{""start"":29,""end"":32,""text"":""में"",""labels"":[""ADP""]},{""start"":33,""end"":35,""text"":""बस"",""labels"":[""ADV""]},{""start"":36,""end"":39,""text"":""यही"",""labels"":[""PRON""]},{""start"":40,""end"":44,""text"":""अंतर"",""labels"":[""NOUN""]},{""start"":45,""end"":48,""text"":""हैं"",""labels"":[""VERB""]},{""start"":49,""end"":50,""text"":""|"",""labels"":[""X""]},{""start"":51,""end"":59,""text"":""कांग्रेस"",""labels"":[""PROPN""]},{""start"":60,""end"":62,""text"":""आम"",""labels"":[""ADJ""]},{""start"":63,""end"":68,""text"":""लोगों"",""labels"":[""NOUN""]},{""start"":69,""end"":71,""text"":""की"",""labels"":[""ADP""]},{""start"":72,""end"":75,""text"":""बात"",""labels"":[""NOUN""]},{""start"":76,""end"":81,""text"":""सुनती"",""labels"":[""VERB""]},{""start"":82,""end"":84,""text"":""है"",""labels"":[""VERB""]},{""start"":85,""end"":87,""text"":""और"",""labels"":[""CONJ""]},{""start"":88,""end"":91,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":92,""end"":95,""text"":""खास"",""labels"":[""ADV""]},{""start"":95,""end"":98,""text"":""..."",""labels"":[""X""]}]","Rahul Gandhi और प्रधानमंत्री में बस यही अंतर हैं | कांग्रेस आम लोगों की बात सुनती है और BJP खास...","2025-01-27T09:08:58.981925Z"
17,"1","2025-01-27T09:15:41.090446Z",756,395.67,"[{""start"":0,""end"":9,""text"":""Kamalnath"",""labels"":[""PROPN""]},{""start"":10,""end"":12,""text"":""की"",""labels"":[""ADP""]},{""start"":13,""end"":20,""text"":""Shivraj"",""labels"":[""PROPN""]},{""start"":21,""end"":26,""text"":""Singh"",""labels"":[""PROPN""]},{""start"":27,""end"":29,""text"":""को"",""labels"":[""ADP""]},{""start"":30,""end"":34,""text"":""सलाह"",""labels"":[""NOUN""]},{""start"":34,""end"":37,""text"":""..."",""labels"":[""X""]},{""start"":38,""end"":43,""text"":""मुंबई"",""labels"":[""PROPN""]},{""start"":44,""end"":48,""text"":""जाकर"",""labels"":[""VERB""]},{""start"":49,""end"":56,""text"":""एक्टिंग"",""labels"":[""NOUN""]},{""start"":57,""end"":60,""text"":""करो"",""labels"":[""VERB""]},{""start"":61,""end"":63,""text"":""MP"",""labels"":[""PROPN""]},{""start"":64,""end"":66,""text"":""का"",""labels"":[""ADP""]},{""start"":67,""end"":70,""text"":""नाम"",""labels"":[""NOUN""]},{""start"":71,""end"":75,""text"":""रोशन"",""labels"":[""VERB""]},{""start"":76,""end"":79,""text"":""करो"",""labels"":[""VERB""]},{""start"":79,""end"":80,""text"":""।"",""labels"":[""X""]},{""start"":81,""end"":87,""text"":""Madhya"",""labels"":[""PROPN""]},{""start"":88,""end"":95,""text"":""Pradesh"",""labels"":[""PROPN""]}]","Kamalnath की Shivraj Singh को सलाह... मुंबई जाकर एक्टिंग करो MP का नाम रोशन करो। Madhya Pradesh","2025-01-27T09:15:41.090487Z"
18,"1","2025-01-27T09:19:30.660999Z",757,225.63,"[{""start"":0,""end"":9,""text"":""Rajasthan"",""labels"":[""PROPN""]},{""start"":10,""end"":15,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":16,""end"":18,""text"":""की"",""labels"":[""ADP""]},{""start"":19,""end"":22,""text"":""लोन"",""labels"":[""NOUN""]},{""start"":23,""end"":28,""text"":""स्कीम"",""labels"":[""NOUN""]},{""start"":29,""end"":31,""text"":""से"",""labels"":[""ADP""]},{""start"":32,""end"":36,""text"":""शुरू"",""labels"":[""VERB""]},{""start"":37,""end"":41,""text"":""किया"",""labels"":[""VERB""]},{""start"":42,""end"":49,""text"":""कारोबार"",""labels"":[""NOUN""]},{""start"":49,""end"":50,""text"":"","",""labels"":[""X""]},{""start"":51,""end"":59,""text"":""लाभार्थी"",""labels"":[""NOUN""]},{""start"":60,""end"":62,""text"":""ने"",""labels"":[""ADP""]},{""start"":63,""end"":65,""text"":""CM"",""labels"":[""PROPN""]},{""start"":66,""end"":71,""text"":""Ashok"",""labels"":[""PROPN""]},{""start"":72,""end"":78,""text"":""Gehlot"",""labels"":[""PROPN""]},{""start"":79,""end"":81,""text"":""को"",""labels"":[""ADP""]},{""start"":82,""end"":85,""text"":""कहा"",""labels"":[""VERB""]},{""start"":86,""end"":94,""text"":""शुक्रिया"",""labels"":[""NOUN""]},{""start"":94,""end"":95,""text"":""।"",""labels"":[""X""]}]","Rajasthan सरकार की लोन स्कीम से शुरू किया कारोबार, लाभार्थी ने CM Ashok Gehlot को कहा शुक्रिया।","2025-01-27T09:19:30.661039Z"
19,"1","2025-01-27T09:32:46.974187Z",758,615.18,"[{""start"":0,""end"":1,""text"":""‘"",""labels"":[""X""]},{""start"":1,""end"":5,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":6,""end"":8,""text"":""ने"",""labels"":[""ADP""]},{""start"":9,""end"":12,""text"":""फिर"",""labels"":[""ADV""]},{""start"":13,""end"":15,""text"":""की"",""labels"":[""ADP""]},{""start"":16,""end"":25,""text"":""पाकिस्तान"",""labels"":[""PROPN""]},{""start"":26,""end"":28,""text"":""पर"",""labels"":[""ADP""]},{""start"":29,""end"":36,""text"":""सर्जिकल"",""labels"":[""ADJ""]},{""start"":37,""end"":45,""text"":""स्ट्राइक"",""labels"":[""NOUN""]},{""start"":45,""end"":46,""text"":""’"",""labels"":[""X""]},{""start"":46,""end"":48,""text"":"", "",""labels"":[""X""]},{""start"":48,""end"":58,""text"":""प्रोपेगंडा"",""labels"":[""NOUN""]},{""start"":59,""end"":65,""text"":""फैलाने"",""labels"":[""VERB""]},{""start"":66,""end"":68,""text"":""के"",""labels"":[""ADP""]},{""start"":69,""end"":72,""text"":""लिए"",""labels"":[""ADP""]},{""start"":73,""end"":77,""text"":""छापी"",""labels"":[""VERB""]},{""start"":78,""end"":80,""text"":""गई"",""labels"":[""VERB""]},{""start"":80,""end"":81,""text"":""?"",""labels"":[""X""]},{""start"":82,""end"":88,""text"":""Dainik"",""labels"":[""PROPN""]},{""start"":89,""end"":95,""text"":""Jagran"",""labels"":[""PROPN""]}]","‘भारत ने फिर की पाकिस्तान पर सर्जिकल स्ट्राइक’, प्रोपेगंडा फैलाने के लिए छापी गई? Dainik Jagran","2025-01-27T09:32:46.974231Z"
20,"1","2025-01-27T09:42:17.200418Z",759,310.769,"[{""start"":0,""end"":4,""text"":""भड़क"",""labels"":[""VERB""]},{""start"":5,""end"":7,""text"":""गए"",""labels"":[""VERB""]},{""start"":8,""end"":19,""text"":""Mallikarjun"",""labels"":[""PROPN""]},{""start"":20,""end"":26,""text"":""Kharge"",""labels"":[""PROPN""]},{""start"":26,""end"":27,""text"":"","",""labels"":[""X""]},{""start"":28,""end"":39,""text"":""मध्य प्रदेश"",""labels"":[""PROPN""]},{""start"":40,""end"":43,""text"":""में"",""labels"":[""ADP""]},{""start"":44,""end"":47,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":48,""end"":50,""text"":""की"",""labels"":[""ADP""]},{""start"":51,""end"":52,""text"":""‘"",""labels"":[""X""]},{""start"":59,""end"":60,""text"":""’"",""labels"":[""X""]},{""start"":52,""end"":59,""text"":""नाजायज़"",""labels"":[""ADJ""]},{""start"":61,""end"":66,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":67,""end"":69,""text"":""है"",""labels"":[""VERB""]},{""start"":69,""end"":70,""text"":""।"",""labels"":[""X""]}]","भड़क गए Mallikarjun Kharge, मध्य प्रदेश में BJP की ‘नाजायज़’ सरकार है।","2025-01-27T09:42:17.200460Z"
21,"1","2025-01-27T09:48:56.059836Z",760,390.536,"[{""start"":0,""end"":5,""text"":""सिर्फ"",""labels"":[""ADV""]},{""start"":6,""end"":9,""text"":""नाम"",""labels"":[""NOUN""]},{""start"":10,""end"":13,""text"":""बदल"",""labels"":[""VERB""]},{""start"":14,""end"":18,""text"":""सकते"",""labels"":[""VERB""]},{""start"":19,""end"":21,""text"":""हो"",""labels"":[""VERB""]},{""start"":21,""end"":23,""text"":"", "",""labels"":[""X""]},{""start"":23,""end"":28,""text"":""नेहरू"",""labels"":[""PROPN""]},{""start"":29,""end"":31,""text"":""को"",""labels"":[""ADP""]},{""start"":32,""end"":36,""text"":""भूला"",""labels"":[""VERB""]},{""start"":37,""end"":41,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":42,""end"":47,""text"":""पाओगे"",""labels"":[""VERB""]},{""start"":47,""end"":50,""text"":""..."",""labels"":[""X""]},{""start"":51,""end"":52,""text"":""|"",""labels"":[""X""]},{""start"":54,""end"":78,""text"":""awaharlal Nehru Memorial"",""labels"":[""PROPN""]},{""start"":79,""end"":81,""text"":""| "",""labels"":[""X""]},{""start"":81,""end"":88,""text"":""PM Modi"",""labels"":[""PROPN""]}]","सिर्फ नाम बदल सकते हो, नेहरू को भूला नहीं पाओगे... | Jawaharlal Nehru Memorial | PM Modi","2025-01-27T09:48:56.059874Z"
