"annotation_id","annotator","created_at","id","lead_time","ner","text","updated_at"
43,"1","2025-01-27T04:45:14.318198Z",749,70.254,"[{""start"":0,""end"":4,""text"":""ISRO"",""labels"":[""PROPN""]},{""start"":4,""end"":8,""text"":"" ने "",""labels"":[""PRON""]},{""start"":8,""end"":12,""text"":""रचा "",""labels"":[""NOUN""]},{""start"":12,""end"":18,""text"":""इतिहास"",""labels"":[""NOUN""]},{""start"":20,""end"":28,""text"":""Congress"",""labels"":[""PROPN""]},{""start"":29,""end"":34,""text"":""दफ्तर"",""labels"":[""NOUN""]},{""start"":35,""end"":38,""text"":""में"",""labels"":[""ADP""]},{""start"":39,""end"":44,""text"":""जश्न "",""labels"":[""VERB""]},{""start"":46,""end"":59,""text"":""Chandrayaan 3"",""labels"":[""PROPN""]},{""start"":62,""end"":66,""text"":""Moon"",""labels"":[""PROPN""]},{""start"":67,""end"":74,""text"":""Landing"",""labels"":[""VERB""]},{""start"":77,""end"":88,""text"":""चन्द्रयान 3"",""labels"":[""PROPN""]}]","ISRO ने रचा इतिहास, Congress दफ्तर में जश्न | Chandrayaan 3 | Moon Landing | चन्द्रयान 3","2025-01-27T04:45:14.318240Z"
42,"1","2025-01-27T04:44:02.395125Z",750,167.716,"[{""start"":23,""end"":28,""text"":"" ISRO"",""labels"":[""PROPN""]},{""start"":87,""end"":100,""text"":""Jairam Ramesh"",""labels"":[""PROPN""]},{""start"":71,""end"":82,""text"":""Chandrayaan"",""labels"":[""PROPN""]},{""start"":83,""end"":84,""text"":""3"",""labels"":[""PROPN""]},{""start"":66,""end"":69,""text"":""है "",""labels"":[""VERB""]},{""start"":58,""end"":65,""text"":""बेमिसाल"",""labels"":[""ADJ""]},{""start"":54,""end"":56,""text"":""है"",""labels"":[""VERB""]},{""start"":46,""end"":53,""text"":"" शानदार"",""labels"":[""ADJ""]},{""start"":42,""end"":46,""text"":""वाकई"",""labels"":[""ADJ""]},{""start"":42,""end"":46,""text"":""वाकई"",""labels"":[""ADJ""]},{""start"":34,""end"":41,""text"":""उपलब्धि"",""labels"":[""NOUN""]},{""start"":31,""end"":33,""text"":""ये"",""labels"":[""PRON""]},{""start"":0,""end"":15,""text"":""Congratulations"",""labels"":[""NOUN""]},{""start"":16,""end"":18,""text"":""to"",""labels"":[""ADP""]},{""start"":19,""end"":23,""text"":""Team"",""labels"":[""PROPN""]}]","Congratulations to Team ISRO | ये उपलब्धि वाकई शानदार है, बेमिसाल है | Chandrayaan-3 | Jairam Ramesh","2025-01-27T04:44:02.395167Z"
41,"1","2025-01-27T04:40:59.661132Z",751,139.587,"[{""start"":0,""end"":4,""text"":""चाँद"",""labels"":[""PROPN""]},{""start"":0,""end"":5,""text"":""चाँद "",""labels"":[""PROPN""]},{""start"":5,""end"":7,""text"":""पर"",""labels"":[""ADP""]},{""start"":8,""end"":21,""text"":""Chandrayaan-3"",""labels"":[""PROPN""]},{""start"":22,""end"":24,""text"":""की"",""labels"":[""PART""]},{""start"":25,""end"":28,""text"":""सफल"",""labels"":[""ADJ""]},{""start"":29,""end"":37,""text"":""लैंडिंग,"",""labels"":[""VERB""]},{""start"":37,""end"":42,""text"":"" ISRO"",""labels"":[""PROPN""]},{""start"":42,""end"":45,""text"":"" ने"",""labels"":[""ADP""]},{""start"":46,""end"":49,""text"":""रचा"",""labels"":[""VERB""]},{""start"":50,""end"":56,""text"":""इतिहास"",""labels"":[""NOUN""]},{""start"":59,""end"":64,""text"":""Space"",""labels"":[""NOUN""]},{""start"":68,""end"":80,""text"":""handrayaan-3"",""labels"":[""PROPN""]},{""start"":81,""end"":86,""text"":""Moon "",""labels"":[""PROPN""]},{""start"":86,""end"":93,""text"":""Landing"",""labels"":[""VERB""]}]","चाँद पर Chandrayaan-3 की सफल लैंडिंग, ISRO ने रचा इतिहास | Space | Chandrayaan-3 Moon Landing","2025-01-27T04:40:59.661209Z"
37,"1","2025-01-27T02:35:06.643281Z",752,194.191,"[{""start"":24,""end"":38,""text"":""Kanhaiya Kumar"",""labels"":[""PROPN""]},{""start"":0,""end"":9,""text"":""परिवारवाद"",""labels"":[""NOUN""]},{""start"":10,""end"":14,""text"":""क्या"",""labels"":[""PRON_WH""]},{""start"":15,""end"":22,""text"":""होता है"",""labels"":[""VERB""]},{""start"":39,""end"":41,""text"":""ने"",""labels"":[""ADP""]},{""start"":42,""end"":45,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":46,""end"":48,""text"":""को"",""labels"":[""ADP""]},{""start"":49,""end"":52,""text"":""बता"",""labels"":[""VERB""]},{""start"":59,""end"":64,""text"":"" इसके"",""labels"":[""X""]},{""start"":65,""end"":68,""text"":""बाद"",""labels"":[""X""]},{""start"":69,""end"":72,""text"":""कुछ"",""labels"":[""ADJ""]},{""start"":73,""end"":77,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":78,""end"":81,""text"":""बोल"",""labels"":[""VERB""]},{""start"":82,""end"":88,""text"":""पाएंगे"",""labels"":[""VERB""]},{""start"":89,""end"":95,""text"":""भाजपाई"",""labels"":[""NOUN""]},{""start"":53,""end"":57,""text"":""दिया"",""labels"":[""DET""]}]","परिवारवाद क्या होता है, Kanhaiya Kumar ने BJP को बता दिया | इसके बाद कुछ नहीं बोल पाएंगे भाजपाई","2025-01-27T02:35:06.643308Z"
38,"1","2025-01-27T04:12:52.823780Z",753,5863.959,"[{""start"":0,""end"":3,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":4,""end"":13,""text"":""छत्तीसगढ़"",""labels"":[""PROPN""]},{""start"":18,""end"":27,""text"":""कांग्रेस "",""labels"":[""PROPN""]},{""start"":14,""end"":17,""text"":""में"",""labels"":[""ADP""]},{""start"":27,""end"":29,""text"":""का"",""labels"":[""ADP""]},{""start"":30,""end"":38,""text"":""राजनीतिक"",""labels"":[""ADJ""]},{""start"":39,""end"":42,""text"":""रूप"",""labels"":[""ADV""]},{""start"":46,""end"":53,""text"":""मुकाबला"",""labels"":[""PART_NEG""]},{""start"":43,""end"":46,""text"":""से "",""labels"":[""ADV""]},{""start"":54,""end"":58,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":59,""end"":61,""text"":""कर"",""labels"":[""VERB""]},{""start"":62,""end"":71,""text"":""पा रही है"",""labels"":[""VERB""]},{""start"":73,""end"":78,""text"":""इसलिए"",""labels"":[""ADV""]},{""start"":79,""end"":81,""text"":""ED"",""labels"":[""NOUN""]},{""start"":82,""end"":84,""text"":""को"",""labels"":[""ADP""]},{""start"":85,""end"":88,""text"":""आगे"",""labels"":[""ADV""]},{""start"":89,""end"":91,""text"":""कर"",""labels"":[""VERB""]},{""start"":92,""end"":98,""text"":""रही है"",""labels"":[""VERB""]}]","BJP छत्तीसगढ़ में कांग्रेस का राजनीतिक रूप से मुकाबला नहीं कर पा रही है, इसलिए ED को आगे कर रही है'","2025-01-27T04:12:52.823835Z"
39,"1","2025-01-27T04:15:32.853453Z",754,157.363,"[{""start"":0,""end"":8,""text"":""कांग्रेस"",""labels"":[""PROPN""]},{""start"":41,""end"":50,""text"":""Amit Shah"",""labels"":[""PROPN""]},{""start"":63,""end"":66,""text"":""BJP"",""labels"":[""PROPN""]},{""start"":35,""end"":38,""text"":""PM "",""labels"":[""NOUN""]},{""start"":22,""end"":26,""text"":""मोदी"",""labels"":[""PROPN""]},{""start"":9,""end"":13,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":14,""end"":18,""text"":""होती"",""labels"":[""X""]},{""start"":19,""end"":21,""text"":""तो"",""labels"":[""CONJ""]},{""start"":26,""end"":30,""text"":"" ना "",""labels"":[""PART_NEG""]},{""start"":30,""end"":34,""text"":""बनते"",""labels"":[""VERB""]},{""start"":38,""end"":40,""text"":""और"",""labels"":[""CONJ""]},{""start"":50,""end"":53,""text"":"" भी"",""labels"":[""DET""]},{""start"":53,""end"":56,""text"":"" ना"",""labels"":[""PART_NEG""]},{""start"":56,""end"":60,""text"":"" आते"",""labels"":[""VERB""]},{""start"":67,""end"":69,""text"":""पर"",""labels"":[""ADP""]},{""start"":70,""end"":75,""text"":""भड़के"",""labels"":[""VERB""]},{""start"":76,""end"":94,""text"":""Mallikarjun Kharge"",""labels"":[""PROPN""]}]","कांग्रेस नहीं होती तो मोदी ना बनते PM और Amit Shah भी ना आते'- BJP पर भड़के Mallikarjun Kharge","2025-01-27T04:15:32.853498Z"
40,"1","2025-01-27T04:38:35.580487Z",755,1380.247,"[{""start"":0,""end"":8,""text"":""Himachal"",""labels"":[""PROPN""]},{""start"":9,""end"":11,""text"":""की"",""labels"":[""ADP""]},{""start"":12,""end"":17,""text"":""तबाही"",""labels"":[""ADJ""]},{""start"":17,""end"":27,""text"":"" राष्ट्रीय"",""labels"":[""ADJ""]},{""start"":18,""end"":28,""text"":""राष्ट्रीय "",""labels"":[""NOUN""]},{""start"":28,""end"":32,""text"":""आपदा"",""labels"":[""NOUN""]},{""start"":28,""end"":32,""text"":""आपदा"",""labels"":[""NOUN""]},{""start"":33,""end"":38,""text"":""घोषित"",""labels"":[""NOUN""]},{""start"":39,""end"":41,""text"":""हो"",""labels"":[""VERB""]},{""start"":42,""end"":44,""text"":""और"",""labels"":[""CONJ""]},{""start"":42,""end"":44,""text"":""और"",""labels"":[""CONJ""]},{""start"":45,""end"":59,""text"":""केन्द्र सरकार "",""labels"":[""NOUN""]},{""start"":59,""end"":61,""text"":""10"",""labels"":[""NUM""]},{""start"":59,""end"":61,""text"":""10"",""labels"":[""NUM""]},{""start"":59,""end"":61,""text"":""10"",""labels"":[""NUM""]},{""start"":62,""end"":72,""text"":""हजार करोड़"",""labels"":[""NUM""]},{""start"":73,""end"":75,""text"":""की"",""labels"":[""ADP""]},{""start"":76,""end"":79,""text"":""मदद"",""labels"":[""NOUN""]},{""start"":80,""end"":83,""text"":""करे"",""labels"":[""VERB""]},{""start"":86,""end"":99,""text"":""Rajeev Shukla"",""labels"":[""PROPN""]}]","Himachal की तबाही राष्ट्रीय आपदा घोषित हो और केन्द्र सरकार 10 हजार करोड़ की मदद करे'- Rajeev Shukla","2025-01-27T04:38:35.580531Z"
36,"1","2025-01-27T02:31:36.054418Z",756,158.141,"[{""start"":0,""end"":12,""text"":""Rahul Gandhi"",""labels"":[""PROPN""]},{""start"":13,""end"":16,""text"":""और "",""labels"":[""CONJ""]},{""start"":16,""end"":28,""text"":""प्रधानमंत्री"",""labels"":[""NOUN""]},{""start"":29,""end"":32,""text"":""में"",""labels"":[""ADP""]},{""start"":33,""end"":35,""text"":""बस"",""labels"":[""ADJ""]},{""start"":36,""end"":39,""text"":""यही"",""labels"":[""ADJ""]},{""start"":40,""end"":44,""text"":""अंतर"",""labels"":[""NOUN""]},{""start"":45,""end"":49,""text"":""हैं "",""labels"":[""VERB""]},{""start"":51,""end"":60,""text"":""कांग्रेस "",""labels"":[""PROPN""]},{""start"":60,""end"":62,""text"":""आम"",""labels"":[""ADJ""]},{""start"":63,""end"":68,""text"":""लोगों"",""labels"":[""NOUN""]},{""start"":69,""end"":71,""text"":""की"",""labels"":[""ADP""]},{""start"":72,""end"":75,""text"":""बात"",""labels"":[""NOUN""]},{""start"":75,""end"":84,""text"":"" सुनती है"",""labels"":[""VERB""]},{""start"":85,""end"":87,""text"":""और"",""labels"":[""CONJ""]},{""start"":87,""end"":91,""text"":"" BJP"",""labels"":[""PROPN""]},{""start"":92,""end"":98,""text"":""खास..."",""labels"":[""ADJ""]}]","Rahul Gandhi और प्रधानमंत्री में बस यही अंतर हैं | कांग्रेस आम लोगों की बात सुनती है और BJP खास...","2025-01-27T02:31:36.054461Z"
35,"1","2025-01-27T02:28:12.497269Z",757,160.734,"[{""start"":49,""end"":56,""text"":""एक्टिंग"",""labels"":[""VERB""]},{""start"":0,""end"":9,""text"":""Kamalnath"",""labels"":[""PROPN""]},{""start"":10,""end"":12,""text"":""की"",""labels"":[""ADP""]},{""start"":13,""end"":26,""text"":""Shivraj Singh"",""labels"":[""PROPN""]},{""start"":27,""end"":29,""text"":""को"",""labels"":[""ADP""]},{""start"":30,""end"":34,""text"":""सलाह"",""labels"":[""NOUN""]},{""start"":38,""end"":43,""text"":""मुंबई"",""labels"":[""PROPN""]},{""start"":44,""end"":48,""text"":""जाकर"",""labels"":[""VERB""]},{""start"":57,""end"":60,""text"":""करो"",""labels"":[""VERB""]},{""start"":61,""end"":63,""text"":""MP"",""labels"":[""PROPN""]},{""start"":64,""end"":66,""text"":""का"",""labels"":[""CONJ""]},{""start"":67,""end"":70,""text"":""नाम"",""labels"":[""NOUN""]},{""start"":70,""end"":75,""text"":"" रोशन"",""labels"":[""ADJ""]},{""start"":76,""end"":79,""text"":""करो"",""labels"":[""VERB""]},{""start"":80,""end"":95,""text"":"" Madhya Pradesh"",""labels"":[""PROPN""]}]","Kamalnath की Shivraj Singh को सलाह... मुंबई जाकर एक्टिंग करो MP का नाम रोशन करो। Madhya Pradesh","2025-01-27T02:28:12.497304Z"
34,"1","2025-01-27T02:25:23.917863Z",758,170.316,"[{""start"":0,""end"":9,""text"":""Rajasthan"",""labels"":[""PROPN""]},{""start"":10,""end"":15,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":63,""end"":79,""text"":""CM Ashok Gehlot "",""labels"":[""PROPN""]},{""start"":82,""end"":85,""text"":""कहा"",""labels"":[""VERB""]},{""start"":86,""end"":94,""text"":""शुक्रिया"",""labels"":[""NOUN""]},{""start"":79,""end"":81,""text"":""को"",""labels"":[""ADP""]},{""start"":60,""end"":62,""text"":""ने"",""labels"":[""NOUN""]},{""start"":42,""end"":49,""text"":""कारोबार"",""labels"":[""NOUN""]},{""start"":51,""end"":59,""text"":""लाभार्थी"",""labels"":[""ADJ""]},{""start"":32,""end"":41,""text"":""शुरू किया"",""labels"":[""VERB""]},{""start"":19,""end"":22,""text"":""लोन"",""labels"":[""NOUN""]},{""start"":23,""end"":28,""text"":""स्कीम"",""labels"":[""NOUN""]},{""start"":16,""end"":18,""text"":""की"",""labels"":[""ADP""]},{""start"":29,""end"":31,""text"":""से"",""labels"":[""ADP""]}]","Rajasthan सरकार की लोन स्कीम से शुरू किया कारोबार, लाभार्थी ने CM Ashok Gehlot को कहा शुक्रिया।","2025-01-27T02:25:23.917894Z"
33,"1","2025-01-27T02:22:29.798656Z",759,168.107,"[{""start"":1,""end"":5,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":16,""end"":25,""text"":""पाकिस्तान"",""labels"":[""PROPN""]},{""start"":29,""end"":45,""text"":""सर्जिकल स्ट्राइक"",""labels"":[""PROPN""]},{""start"":82,""end"":95,""text"":""Dainik Jagran"",""labels"":[""PROPN""]},{""start"":5,""end"":8,""text"":"" ने"",""labels"":[""DET""]},{""start"":47,""end"":58,""text"":"" प्रोपेगंडा"",""labels"":[""NOUN""]},{""start"":78,""end"":80,""text"":""गई"",""labels"":[""VERB""]},{""start"":72,""end"":77,""text"":"" छापी"",""labels"":[""VERB""]},{""start"":69,""end"":72,""text"":""लिए"",""labels"":[""ADP""]},{""start"":59,""end"":65,""text"":""फैलाने"",""labels"":[""VERB""]},{""start"":26,""end"":29,""text"":""पर "",""labels"":[""ADP""]},{""start"":66,""end"":72,""text"":""के लिए"",""labels"":[""ADP""]},{""start"":9,""end"":15,""text"":""फिर की"",""labels"":[""ADV""]}]","‘भारत ने फिर की पाकिस्तान पर सर्जिकल स्ट्राइक’, प्रोपेगंडा फैलाने के लिए छापी गई? Dainik Jagran","2025-01-27T02:22:29.798680Z"
